"Week Ending","Federal Provider Number","Provider Name","Provider Address","Provider City","Provider State","Provider Zip Code","Provider Phone Number","County","Submitted Data","Passed Quality Assurance Check","Residents Weekly Confirmed COVID-19","Residents Total Confirmed COVID-19","Residents Weekly All Deaths","Residents Total All Deaths","Residents Weekly COVID-19 Deaths","Residents Total COVID-19 Deaths","Number of All Beds","Total Number of Occupied Beds","Residents Hospitalizations with Confirmed COVID-19","Residents Hospitalizations with Confirmed COVID-19 and Up to Date with Vaccines","Staff Weekly Confirmed COVID-19","Staff Total Confirmed COVID-19","Weekly Resident Confirmed COVID-19 Cases Per 1,000 Residents","Weekly Resident COVID-19 Deaths Per 1,000 Residents","Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents","Number of Residents who are Up to Date on COVID-19 Vaccinations, 14 Days or More Before Positive Test","Number of Residents Staying in this Facility for At Least 1 Day This Week","Number of All Healthcare Personnel Eligible to Work in this Facility for At Least 1 Day This Week","Number of Residents Staying in this Facility for At Least 1 Day This Week Up to Date with COVID-19 Vaccines","Recent Percentage of Current Residents Up to Date with COVID-19 Vaccines","Percentage of Current Residents Up to Date with COVID-19 Vaccines","Number of Healthcare Personnel Eligible to Work in this Facility for At Least 1 Day This Week Up to Date with COVID-19 Vaccines","Recent Percentage of Current Healthcare Personnel Up to Date with COVID-19 Vaccines","Percentage of Current Healthcare Personnel Up to Date with COVID-19 Vaccines"
"06/14/20","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,0,2,23,0,0,149,117,0,0,0,0,0,0,0,0,,,,,,,,,
"06/21/20","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,0,1,24,0,0,149,117,0,0,0,0,0,0,0,0,,,,,,,,,
"06/28/20","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,0,0,24,0,0,149,117,0,0,0,0,0,0,0,0,,,,,,,,,
"07/05/20","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,0,0,24,0,0,149,127,0,0,0,0,0,0,0,0,,,,,,,,,
"07/12/20","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","N","",0,0,0,24,0,0,149,127,0,0,0,0,0,0,0,0,,,,,,,,,
"07/19/20","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,0,0,24,0,0,149,125,0,0,1,1,0,0,0,0,,,,,,,,,
"07/26/20","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,0,1,25,0,0,149,132,0,0,0,1,0,0,0,0,,,,,,,,,
"08/02/20","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,0,1,26,0,0,149,121,0,0,1,2,0,0,0,0,,,,,,,,,
"08/09/20","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,0,0,26,0,0,149,129,0,0,0,2,0,0,0,0,,,,,,,,,
"08/16/20","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,0,0,26,0,0,149,130,0,0,1,3,0,0,0,0,,,,,,,,,
"08/23/20","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,0,1,27,0,0,149,126,0,0,1,4,0,0,0,0,,,,,,,,,
"08/30/20","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,0,3,30,0,0,149,126,0,0,1,5,0,0,0,0,,,,,,,,,
"09/06/20","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,0,1,31,0,0,126,126,0,0,0,5,0,0,0,0,,,,,,,,,
"09/13/20","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,0,4,35,0,0,149,124,0,0,0,5,0,0,0,0,,,,,,,,,
"09/20/20","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,0,1,36,0,0,149,121,0,0,3,8,0,0,0,0,,,,,,,,,
"09/27/20","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,0,1,37,0,0,149,117,0,0,1,9,0,0,0,0,,,,,,,,,
"10/04/20","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,0,1,38,0,0,120,79,0,0,1,10,0,0,0,0,,,,,,,,,
"10/11/20","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",3,3,3,41,0,0,149,119,0,0,5,15,25.21,0,25.21,0,,,,,,,,,
"10/18/20","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",4,7,3,44,0,0,149,106,0,0,1,16,37.74,0,66.04,0,,,,,,,,,
"10/25/20","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",1,8,0,44,0,0,149,111,0,0,0,16,9.01,0,72.07,0,,,,,,,,,
"11/01/20","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,8,1,45,0,0,149,115,0,0,2,18,0,0,69.57,0,,,,,,,,,
"11/08/20","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",5,13,1,46,0,0,149,115,0,0,1,19,43.48,0,113.04,0,,,,,,,,,
"11/15/20","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",5,18,2,48,0,0,149,115,0,0,2,21,43.48,0,156.52,0,,,,,,,,,
"11/22/20","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,18,0,48,0,0,149,113,0,0,4,25,0,0,159.29,0,,,,,,,,,
"11/29/20","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",2,20,0,48,0,0,149,110,0,0,1,26,18.18,0,181.82,0,,,,,,,,,
"12/06/20","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",3,23,1,49,0,0,149,111,0,0,3,29,27.03,0,207.21,0,,,,,,,,,
"12/13/20","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",13,36,2,51,0,0,149,115,0,0,5,34,113.04,0,313.04,0,,,,,,,,,
"12/20/20","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",14,50,3,54,0,0,149,110,0,0,16,50,127.27,0,454.55,0,,,,,,,,,
"12/27/20","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",13,63,0,54,0,0,149,108,0,0,24,74,120.37,0,583.33,0,,,,,,,,,
"01/03/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",14,77,2,56,0,0,149,104,0,0,13,87,134.62,0,740.38,0,,,,,,,,,
"01/10/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",4,81,2,58,0,0,149,104,0,0,4,91,38.46,0,778.85,0,,,,,,,,,
"01/17/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,81,3,61,0,0,149,105,0,0,3,94,0,0,771.43,0,,,,,,,,,
"01/24/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",2,83,2,63,0,0,149,103,0,0,1,95,19.42,0,805.83,0,,,,,,,,,
"01/31/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,83,1,64,0,0,149,106,0,0,0,95,0,0,783.02,0,,,,,,,,,
"02/07/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",2,85,1,65,0,0,149,110,0,0,0,95,18.18,0,772.73,0,,,,,,,,,
"02/14/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",2,87,0,65,0,0,149,111,0,0,0,95,18.02,0,783.78,0,,,,,,,,,
"02/21/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,87,3,68,0,0,149,111,0,0,2,97,0,0,783.78,0,,,,,,,,,
"02/28/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,87,1,69,0,0,149,111,0,0,1,98,0,0,783.78,0,,,,,,,,,
"03/07/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,87,0,69,0,0,149,109,0,0,0,98,0,0,798.17,0,,,,,,,,,
"03/14/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,87,3,72,0,0,149,113,0,0,0,98,0,0,769.91,0,,,,,,,,,
"03/21/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,87,0,72,0,0,149,114,0,0,1,99,0,0,763.16,0,,,,,,,,,
"03/28/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,87,1,73,0,0,149,110,0,0,0,99,0,0,790.91,0,,,,,,,,,
"04/04/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","N","",0,87,0,73,0,0,149,110,0,0,0,99,0,0,790.91,0,,,,,,,,,
"04/11/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,87,2,75,0,0,149,105,0,0,0,99,0,0,828.57,0,,,,,,,,,
"04/18/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,87,0,75,0,0,149,111,0,0,0,99,0,0,783.78,0,,,,,,,,,
"04/25/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,87,0,75,0,0,149,112,0,0,0,99,0,0,776.79,0,,,,,,,,,
"05/02/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,87,0,75,0,0,149,113,0,0,0,99,0,0,769.91,0,,,,,,,,,
"05/09/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",1,88,1,76,0,0,149,117,0,0,0,99,8.55,0,752.14,0,,,,,,,,,
"05/16/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,88,0,76,0,0,149,115,0,0,0,99,0,0,765.22,0,,,,,,,,,
"05/23/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,88,0,76,0,0,149,118,0,0,0,99,0,0,745.76,0,,,,,,,,,
"05/30/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,88,1,77,0,0,149,123,0,0,0,99,0,0,715.45,0,,,,,,,,,
"06/06/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,88,0,77,0,0,149,122,0,0,0,99,0,0,721.31,0,,121,159,,,0,,,0
"06/13/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,88,2,79,0,0,149,123,0,0,0,99,0,0,715.45,0,,122,154,,,0,,,0
"06/20/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,88,0,79,0,0,149,120,0,0,0,99,0,0,733.33,0,,121,159,,,0,,,0
"06/27/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,88,1,80,0,0,149,122,0,0,0,99,0,0,721.31,0,,122,141,,,0,,,0
"07/04/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,88,2,82,0,0,149,122,0,0,0,99,0,0,721.31,0,,125,139,,,0,,,0
"07/11/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,88,1,83,0,0,149,121,0,0,0,99,0,0,727.27,0,,123,141,,,0,,,0
"07/18/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",4,92,0,83,0,0,149,119,0,0,2,101,33.61,0,773.11,0,,122,146,,,0,,,0
"07/25/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",1,93,0,83,0,0,149,116,0,0,0,101,8.62,0,801.72,0,,117,148,,,0,,,0
"08/01/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",1,94,1,84,0,0,116,100,0,0,0,101,10,0,940,0,,118,149,,,0,,,0
"08/08/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",2,96,1,85,0,0,149,116,0,0,1,102,17.24,0,827.59,0,,118,152,,,0,,,0
"08/15/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,96,1,86,0,0,149,117,0,0,0,102,0,0,820.51,0,,112,152,,,0,,,0
"08/22/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,96,2,88,0,0,149,109,0,0,0,102,0,0,880.73,0,,110,149,,,0,,,0
"08/29/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,96,0,88,0,0,149,116,0,0,0,102,0,0,827.59,0,,117,150,,,0,,,0
"09/05/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,96,2,90,0,0,149,116,0,0,3,105,0,0,827.59,0,,117,151,,,0,,,0
"09/12/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,96,0,90,0,0,149,116,0,0,0,105,0,0,827.59,0,,114,144,,,0,,,0
"09/19/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,96,1,91,0,0,149,113,0,0,1,106,0,0,849.56,0,,,149,,,,,,0
"09/26/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,96,0,91,0,0,149,120,0,0,0,106,0,0,800,0,,116,155,,,0,,,0
"10/03/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,96,0,91,0,0,149,117,0,0,0,106,0,0,820.51,0,,114,149,,,0,,,0
"10/10/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,96,0,91,0,0,149,118,0,0,0,106,0,0,813.56,0,,119,149,,,0,,,0
"10/17/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,96,0,91,0,0,149,117,0,0,1,107,0,0,820.51,0,,124,149,,,0,,,0
"10/24/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,96,0,91,0,0,149,121,0,0,0,107,0,0,793.39,0,,121,146,,,0,,,0
"10/31/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,96,0,91,0,0,149,125,0,0,0,107,0,0,768,0,,125,139,,,0,,,0
"11/07/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,96,0,91,0,0,149,118,0,0,0,107,0,0,813.56,0,,121,142,,,0,,,0
"11/14/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,96,0,91,0,0,149,122,0,0,0,107,0,0,786.89,0,,123,144,,,0,,,0
"11/21/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",6,102,0,91,0,0,149,117,0,0,3,110,51.28,0,871.79,0,,117,133,,,0,,,0
"11/28/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",6,108,0,91,0,0,149,117,0,0,3,113,51.28,0,923.08,0,,119,133,,,0,,,0
"12/05/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,108,0,91,0,0,149,119,0,0,0,113,0,0,907.56,0,,120,134,,,0,,,0
"12/12/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",1,109,0,91,0,0,149,126,0,0,1,114,7.94,0,865.08,0,,132,158,,,0,,,0
"12/19/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,109,0,91,0,0,149,125,0,0,0,114,0,0,872,0,,154,136,,,0,,,0
"12/26/21","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,109,0,91,0,0,149,123,0,0,0,114,0,0,886.18,0,,154,160,,,0,,,0
"01/02/22","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",2,111,0,91,0,0,149,120,0,0,3,117,16.67,0,925,0,,162,159,,,0,,,0
"01/09/22","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",19,130,0,91,0,0,149,120,0,0,3,120,158.33,0,1083.33,0,,145,160,,,0,,,0
"01/16/22","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",30,160,0,91,0,0,149,123,0,0,30,150,243.9,0,1300.81,0,,154,163,,,0,,,0
"01/23/22","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,160,0,91,0,0,149,120,0,0,14,164,0,0,1333.33,0,,159,162,,,0,,,0
"01/30/22","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",1,161,0,91,0,0,149,117,0,0,4,168,8.55,0,1376.07,0,,169,167,,,0,,,0
"02/06/22","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,161,0,91,0,0,149,117,0,0,3,171,0,0,1376.07,0,,124,168,,,0,,,0
"02/13/22","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,161,0,91,0,0,149,124,0,0,0,171,0,0,1298.39,0,,135,171,,,0,,,0
"02/20/22","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,161,0,91,0,0,149,127,0,0,0,171,0,0,1267.72,0,,137,171,,,0,,,0
"02/27/22","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,161,0,91,0,0,149,123,0,0,1,172,0,0,1308.94,0,,149,169,,,0,,,0
"03/06/22","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,161,0,91,0,0,149,117,0,0,0,172,0,0,1376.07,0,,140,174,,,0,,,0
"03/13/22","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,161,0,91,0,0,149,130,0,0,0,172,0,0,1238.46,0,,129,172,,,0,,,0
"03/20/22","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,161,0,91,0,0,149,126,0,0,0,172,0,0,1277.78,0,,128,171,,,0,,,0
"03/27/22","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,161,0,91,0,0,149,121,0,0,0,172,0,0,1330.58,0,,126,162,,,0,,,0
"04/03/22","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,161,0,91,0,0,149,123,0,0,0,172,0,0,1308.94,0,,126,160,,,0,,,0
"04/10/22","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,161,0,91,0,0,149,128,0,0,0,172,0,0,1257.81,0,,128,153,,,0,,,0
"04/17/22","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,161,0,91,0,0,149,124,0,0,0,172,0,0,1298.39,0,,123,152,,,0,,,0
"04/24/22","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,161,0,91,0,0,149,122,0,0,0,172,0,0,1319.67,0,,120,154,,,0,,,0
"05/01/22","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,161,0,91,0,0,149,124,0,0,0,172,0,0,1298.39,0,,121,156,,,0,,,0
"05/08/22","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,161,0,91,0,0,149,129,0,0,0,172,0,0,1248.06,0,,121,159,,,0,,,0
"05/15/22","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,161,0,91,0,0,149,126,0,0,0,172,0,0,1277.78,0,,128,156,,,0,,,0
"05/22/22","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,161,0,91,0,0,149,127,0,0,0,172,0,0,1267.72,0,,129,157,,,0,,,0
"05/29/22","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,161,0,91,0,0,149,130,0,0,2,174,0,0,1238.46,0,,129,162,,,0,,,0
"06/05/22","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,161,0,91,0,0,149,132,0,0,0,174,0,0,1219.7,0,,132,168,107,,81.061,136,,80.952
"06/12/22","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,161,0,91,0,0,149,131,0,0,0,174,0,0,1229.01,0,,,169,,,,0,,0
"06/19/22","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,161,0,91,0,0,149,132,0,0,0,174,0,0,1219.7,0,,130,176,96,,73.846,0,,0
"06/26/22","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",0,161,0,91,0,0,149,135,0,0,0,174,0,0,1192.59,0,,128,181,94,,73.438,0,,0
"07/03/22","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",2,163,0,91,0,0,149,131,0,0,4,178,15.27,0,1244.27,0,0,126,185,95,,75.397,0,,0
"07/10/22","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",2,165,0,91,0,0,149,130,0,0,2,180,15.38,0,1269.23,0,0,131,185,93,,70.992,0,,0
"07/17/22","015016","ATHENS HEALTH AND REHABILITATION LLC","611 WEST MARKET STREET","ATHENS","AL","35611","2562321620","Limestone","Y","Y",3,168,0,91,0,0,149,131,0,0,3,183,22.9,0,1282.44,0,0,131,186,95,,72.519,0,,0
